dataset,n_features_after_encoding,runs,mean_accuracy,std_accuracy,mean_selected,std_selected,mean_time_s
arrhythmia.csv,279,10,0.6356688741721853,0.003470654043751591,141.7,7.761013679496599,7.315191292762757
colon_cancer.csv,2000,10,0.8261904761904763,0.007667395103803909,988.0,16.89181261242657,4.324829936027527
darmatology.csv,34,10,0.96448087431694,0.006815405076090936,20.6,2.3664319132398464,4.3767136335372925
heart_stat.csv,13,10,0.8433333333333334,0.010187990634951996,8.5,1.0801234497346435,3.805855631828308
vehicule.csv,18,10,0.7380614657210401,0.00950865445484529,9.7,1.70293863659264,5.462865543365479
