iteration,best_accuracy
1,0.9508196721311476
2,0.9562841530054644
3,0.9699453551912568
4,0.9699453551912568
5,0.9726775956284154
6,0.9726775956284154
7,0.9781420765027322
8,0.9781420765027322
9,0.9781420765027322
10,0.9781420765027322
11,0.9781420765027322
12,0.9781420765027322
13,0.9781420765027322
14,0.9781420765027322
15,0.9781420765027322
16,0.9781420765027322
17,0.9781420765027322
18,0.9781420765027322
19,0.9781420765027322
20,0.9781420765027322
21,0.9781420765027322
22,0.9781420765027322
23,0.9781420765027322
24,0.9781420765027322
25,0.9781420765027322
