iteration,best_accuracy
1,0.9672131147540983
2,0.9672131147540983
3,0.9672131147540983
4,0.9672131147540983
5,0.9672131147540983
6,0.9672131147540983
7,0.9672131147540983
8,0.9672131147540983
9,0.9672131147540983
10,0.9699453551912568
11,0.9699453551912568
12,0.9699453551912568
13,0.9699453551912569
14,0.9699453551912569
15,0.9699453551912569
16,0.9699453551912569
17,0.9699453551912569
18,0.9726775956284154
19,0.9726775956284154
20,0.9726775956284154
21,0.9726775956284154
22,0.9726775956284154
23,0.9726775956284154
24,0.9726775956284154
25,0.9726775956284154
