iteration,best_accuracy
1,0.9590163934426229
2,0.9644808743169399
3,0.9726775956284152
4,0.9726775956284152
5,0.9726775956284152
6,0.9726775956284152
7,0.9726775956284152
8,0.9726775956284152
9,0.9726775956284152
10,0.9726775956284152
11,0.9726775956284152
12,0.9726775956284152
13,0.9808743169398907
14,0.9808743169398907
15,0.9808743169398907
16,0.9808743169398907
17,0.9808743169398907
18,0.9808743169398907
19,0.9808743169398907
20,0.9808743169398907
21,0.9808743169398907
22,0.9808743169398907
23,0.9808743169398907
24,0.9808743169398907
25,0.9808743169398907
