iteration,best_accuracy
1,0.9453551912568305
2,0.9453551912568305
3,0.9453551912568305
4,0.9562841530054644
5,0.9562841530054644
6,0.9562841530054644
7,0.9562841530054644
8,0.9562841530054644
9,0.9562841530054644
10,0.9562841530054644
11,0.9562841530054644
12,0.9562841530054644
13,0.9562841530054644
14,0.9562841530054644
15,0.9562841530054644
16,0.9562841530054644
17,0.9644808743169399
18,0.9644808743169399
19,0.9644808743169399
20,0.9644808743169399
21,0.9644808743169399
22,0.9644808743169399
23,0.9644808743169399
24,0.9644808743169399
25,0.9726775956284152
