iteration,best_accuracy
1,0.9562841530054644
2,0.9754098360655737
3,0.9754098360655737
4,0.9754098360655737
5,0.9754098360655737
6,0.9754098360655737
7,0.9754098360655737
8,0.9754098360655737
9,0.9754098360655737
10,0.9754098360655737
11,0.9754098360655737
12,0.9754098360655737
13,0.9754098360655737
14,0.9754098360655737
15,0.9754098360655737
16,0.9754098360655737
17,0.9754098360655737
18,0.9754098360655737
19,0.9754098360655737
20,0.9754098360655737
21,0.9754098360655737
22,0.9754098360655737
23,0.9754098360655737
24,0.9754098360655737
25,0.9754098360655737
