iteration,best_accuracy
1,0.7962962962962964
2,0.7962962962962964
3,0.8074074074074075
4,0.8074074074074075
5,0.8185185185185185
6,0.8185185185185185
7,0.8185185185185185
8,0.8185185185185185
9,0.8185185185185185
10,0.8185185185185185
11,0.8185185185185185
12,0.8185185185185185
13,0.8185185185185185
14,0.8185185185185185
15,0.8185185185185185
16,0.8185185185185185
17,0.8185185185185185
18,0.8185185185185185
19,0.8185185185185185
20,0.8185185185185185
21,0.8185185185185185
22,0.8185185185185185
23,0.8185185185185185
24,0.8185185185185185
25,0.8185185185185185
