iteration,best_accuracy
1,0.8111111111111112
2,0.8111111111111112
3,0.8111111111111112
4,0.8111111111111112
5,0.8111111111111112
6,0.8111111111111112
7,0.8148148148148149
8,0.8148148148148149
9,0.8148148148148149
10,0.8148148148148149
11,0.8148148148148149
12,0.8148148148148149
13,0.8148148148148149
14,0.8296296296296296
15,0.8296296296296296
16,0.8296296296296296
17,0.8296296296296296
18,0.8296296296296296
19,0.8296296296296296
20,0.8296296296296296
21,0.8296296296296296
22,0.8296296296296296
23,0.8296296296296296
24,0.8296296296296296
25,0.8296296296296296
