iteration,best_accuracy
1,0.6106194690265487
2,0.6106194690265487
3,0.6194690265486726
4,0.6216814159292035
5,0.6216814159292035
6,0.6216814159292035
7,0.6216814159292035
8,0.6327433628318584
9,0.6327433628318584
10,0.6327433628318584
11,0.6327433628318584
12,0.6327433628318584
13,0.6327433628318584
14,0.6327433628318584
15,0.6327433628318584
16,0.6327433628318584
17,0.6327433628318584
18,0.6327433628318584
19,0.6327433628318584
20,0.6327433628318584
21,0.6327433628318584
22,0.6327433628318584
23,0.6327433628318584
24,0.6327433628318584
25,0.6327433628318584
