iteration,best_accuracy
1,0.6039823008849557
2,0.6106194690265487
3,0.6106194690265487
4,0.6128318584070797
5,0.6128318584070797
6,0.6128318584070797
7,0.6128318584070797
8,0.6194690265486725
9,0.6194690265486725
10,0.6194690265486726
11,0.6194690265486726
12,0.6194690265486726
13,0.6238938053097345
14,0.6238938053097345
15,0.6238938053097345
16,0.6238938053097345
17,0.6238938053097345
18,0.6238938053097345
19,0.6238938053097345
20,0.6238938053097345
21,0.6238938053097345
22,0.6238938053097345
23,0.6238938053097345
24,0.6238938053097345
25,0.6283185840707964
