iteration,best_accuracy
1,0.6084070796460177
2,0.6084070796460177
3,0.6128318584070795
4,0.6128318584070795
5,0.6128318584070795
6,0.6128318584070795
7,0.6216814159292035
8,0.6216814159292035
9,0.6216814159292035
10,0.6238938053097345
11,0.6238938053097345
12,0.6283185840707965
13,0.6283185840707965
14,0.6283185840707965
15,0.6283185840707965
16,0.6283185840707965
17,0.6283185840707965
18,0.6283185840707965
19,0.6283185840707965
20,0.6283185840707965
21,0.6283185840707965
22,0.6283185840707965
23,0.6283185840707965
24,0.6283185840707965
25,0.6349557522123894
