iteration,best_accuracy
1,0.5995575221238938
2,0.5995575221238938
3,0.6172566371681416
4,0.6172566371681416
5,0.6261061946902655
6,0.6261061946902655
7,0.6261061946902655
8,0.6261061946902655
9,0.6261061946902655
10,0.6261061946902655
11,0.6261061946902655
12,0.6261061946902655
13,0.6305309734513274
14,0.6305309734513274
15,0.6305309734513274
16,0.6305309734513274
17,0.6305309734513274
18,0.6305309734513274
19,0.6305309734513274
20,0.6327433628318584
21,0.6327433628318584
22,0.6327433628318584
23,0.6327433628318584
24,0.6327433628318584
25,0.6327433628318584
