iteration,best_accuracy
1,0.6106194690265487
2,0.6106194690265487
3,0.6106194690265487
4,0.6194690265486726
5,0.6194690265486726
6,0.6194690265486726
7,0.6216814159292035
8,0.6216814159292035
9,0.6216814159292035
10,0.6216814159292035
11,0.6216814159292035
12,0.6216814159292035
13,0.6216814159292035
14,0.6238938053097345
15,0.6238938053097345
16,0.6238938053097345
17,0.6238938053097345
18,0.6238938053097345
19,0.6238938053097345
20,0.6305309734513274
21,0.6305309734513274
22,0.6305309734513274
23,0.6305309734513274
24,0.6305309734513274
25,0.6305309734513274
