iteration,best_accuracy
1,0.6891252955082742
2,0.7163120567375887
3,0.7163120567375887
4,0.7163120567375887
5,0.7163120567375887
6,0.7163120567375887
7,0.7163120567375887
8,0.7163120567375887
9,0.7163120567375887
10,0.7163120567375887
11,0.7163120567375887
12,0.7163120567375887
13,0.7163120567375887
14,0.7163120567375887
15,0.7174940898345152
16,0.7174940898345152
17,0.7174940898345152
18,0.7174940898345152
19,0.7174940898345152
20,0.7174940898345152
21,0.7174940898345152
22,0.7174940898345152
23,0.7174940898345152
24,0.7174940898345152
25,0.7174940898345152
