iteration,best_accuracy
1,0.6879432624113475
2,0.6914893617021276
3,0.7080378250591016
4,0.7080378250591016
5,0.7080378250591016
6,0.7080378250591016
7,0.7080378250591016
8,0.7186761229314421
9,0.7186761229314421
10,0.7186761229314421
11,0.7186761229314421
12,0.7186761229314421
13,0.7186761229314421
14,0.7186761229314421
15,0.7186761229314421
16,0.7186761229314421
17,0.7186761229314421
18,0.7186761229314421
19,0.7186761229314421
20,0.7186761229314421
21,0.7186761229314421
22,0.7186761229314421
23,0.7186761229314421
24,0.7186761229314421
25,0.7186761229314421
