iteration,best_accuracy
1,0.6737588652482268
2,0.6903073286052009
3,0.7021276595744682
4,0.7021276595744682
5,0.7021276595744682
6,0.7021276595744682
7,0.7021276595744682
8,0.7021276595744682
9,0.7056737588652483
10,0.7139479905437353
11,0.7139479905437353
12,0.7139479905437353
13,0.7139479905437353
14,0.7139479905437353
15,0.7139479905437353
16,0.7139479905437353
17,0.7139479905437353
18,0.7139479905437353
19,0.7139479905437353
20,0.7139479905437353
21,0.7139479905437353
22,0.7139479905437353
23,0.7139479905437353
24,0.7139479905437353
25,0.7139479905437353
