iteration,best_accuracy
1,0.6808510638297872
2,0.6855791962174941
3,0.6950354609929077
4,0.6950354609929077
5,0.7033096926713949
6,0.7033096926713949
7,0.7033096926713949
8,0.7033096926713949
9,0.7033096926713949
10,0.7033096926713949
11,0.7033096926713949
12,0.7033096926713949
13,0.7033096926713949
14,0.7033096926713949
15,0.7033096926713949
16,0.7033096926713949
17,0.7033096926713949
18,0.7033096926713949
19,0.7033096926713949
20,0.7033096926713949
21,0.7033096926713949
22,0.7033096926713949
23,0.706855791962175
24,0.706855791962175
25,0.706855791962175
