iteration,best_accuracy
1,0.6702127659574467
2,0.6773049645390071
3,0.7033096926713949
4,0.7033096926713949
5,0.7033096926713949
6,0.7044917257683215
7,0.7044917257683215
8,0.7044917257683215
9,0.7044917257683215
10,0.7044917257683215
11,0.7044917257683215
12,0.7044917257683215
13,0.706855791962175
14,0.706855791962175
15,0.706855791962175
16,0.706855791962175
17,0.706855791962175
18,0.706855791962175
19,0.706855791962175
20,0.706855791962175
21,0.706855791962175
22,0.706855791962175
23,0.706855791962175
24,0.706855791962175
25,0.706855791962175
