iteration,best_accuracy
1,0.8079365079365078
2,0.8079365079365078
3,0.8079365079365078
4,0.8079365079365078
5,0.8079365079365078
6,0.8079365079365078
7,0.8079365079365078
8,0.8079365079365078
9,0.8079365079365078
10,0.8079365079365078
11,0.8079365079365078
12,0.8079365079365078
13,0.8079365079365078
14,0.8079365079365078
15,0.8079365079365078
16,0.8079365079365078
17,0.8079365079365078
18,0.8079365079365078
19,0.8079365079365078
20,0.8079365079365078
21,0.8079365079365078
22,0.8079365079365078
23,0.8079365079365078
24,0.8079365079365078
25,0.8079365079365078
